804,Capital Palmetto Builders LLC,(803) 490-0714,"Lexington, SC 29072",160 Dahlia St,Home Repair & MaintenanceBuilding ContractorsGutters & Downspouts,(1),none
805,Pascon Rolloff Services,(888) 359-9334,"Lexington, SC 29072",2111 Two Notch Rd,Building ContractorsGarbage CollectionGarbage & Rubbish Removal Contractors Equipment,none,none
806,Hutchcon,(803) 609-9675,"Lexington, SC 29073",1963 Old Orangeburg Rd,Buildings-Pole & Post FrameBuilding Contractors,none,none
807,Visual Concepts Signs And Lighting LLC,(843) 345-9877,none,none,Lighting Maintenance ServiceElectric Contractors-Commercial & IndustrialSigns,none,none
808,Stanick Sheet Metal Roofing,(803) 798-2266,"Columbia, SC 29212",5539 Bush River Rd,Building ContractorsShinglesMetal-Wholesale & Manufacturers,(1),BBB Rating: A+
809,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
810,National New Roof,(844) 373-9102,none,none,Roofing Contractors,(1),none
811,Dennis Home Improvement Roofing Siding Windows,(803) 799-2555,"Columbia, SC 29204",none,Roofing Contractors,none,none
812,Terry Home Remodeling,(855) 965-0268,none,none,Altering & Remodeling ContractorsBathroom RemodelingKitchen Planning & Remodeling Service,none,none
813,Eagle Building Pros,(855) 913-1168,none,none,Building Contractors,none,none
814,BigRentz,(800) 436-2560,none,none,Contractors Equipment RentalForklifts & Trucks,(1),none
815,Carolina Power Equipment,(803) 636-2376,"Cayce, SC 29033",2490 Charleston Hwy,Excavating EquipmentRental Service Stores & YardsElectric Generators,(1),BBB Rating: A+
816,Local Porta Potty Rental,(866) 353-0544,none,none,Portable ToiletsContractors Equipment & Supplies,none,none
817,Lapolla Spray Foam,(888) 970-8712,none,none,Altering & Remodeling ContractorsHome Repair & MaintenanceInsulation Contractors,none,none
818,Capital Surveying Supplies,(713) 781-0550,none,none,Piping ContractorsArchitectural SuppliesSurveying Instruments,(3),BBB Rating: A+
819,Columbia Siding & Windows Inc,(803) 791-5969,"Cayce, SC 29033",656 Frink St,Building ContractorsWindowsGutters & Downspouts,none,none
820,Sunset  Xteriors - South Carolina,(803) 973-5466,"West Columbia, SC 29170",4018 Centurion Pass,Building ContractorsFlooring ContractorsSiding Contractors,(1),none
821,Vidal Roofing,(803) 875-0413,"Elgin, SC 29045",none,Building Contractors-Commercial & IndustrialBuilding ContractorsRoofing Contractors,none,none
822,Wilson's Roofing,(803) 513-0586,"Blythewood, SC 29016",none,Roofing ContractorsRoofing Contractors-Commercial & IndustrialShingles,none,none
823,Capitol Roofing Co Inc,(803) 782-2557,none,none,Building ContractorsRoofing Contractors,none,none
824,Southern Industries,(803) 932-1405,none,none,WindowsRoofing ContractorsHome Improvements,none,none
825,Larry Dennis & Son Roofing Siding & Windows,(803) 799-2555,"Columbia, SC 29204",3519 N Beltline Blvd,"Sunrooms & SolariumsPatio BuildersWindows-Repair, Replacement & Installation",none,none
826,Phillips Home Improvements,(803) 755-6632,none,none,Patio BuildersHome ImprovementsAltering & Remodeling Contractors,none,none
827,Bauer  Roofing,(803) 955-0374,"West Columbia, SC 29172",1430 Congaree Dr,Building ContractorsBuilding Contractors-Commercial & IndustrialRoofing Contractors,none,none
828,Southern Roofing Services Inc,(803) 773-8221,none,none,Building ContractorsRoofing Contractors,none,none
829,Flint Equipment Company,(803) 794-9340,"West Columbia, SC 29169",3464 Sunset Blvd,Industrial Equipment & SuppliesFarm EquipmentFarm Equipment Parts & Repair,none,none
830,Rain Or Shine Roofing Contractors,(803) 750-5742,"Columbia, SC 29210",1348 Omarest Dr,Altering & Remodeling ContractorsRoofing ContractorsHome Improvements,none,none
831,BlueLine Rental,(803) 771-7100,"West Columbia, SC 29169",826 Chris Dr,Rental Service Stores & YardsToolsForklifts & Trucks,none,none
832,Comprehensive Maintenance Services Inc,(803) 732-5558,"Irmo, SC 29063",530 Vision Ct,Building ContractorsRoofing Contractors,none,none
833,Residential Roofing Services,(803) 772-1870,"Columbia, SC 29210",1100 Saint Andrews Rd,Roofing Services ConsultantsHome ImprovementsHome Repair & Maintenance,none,none
834,Carolina Tap,(803) 739-7056,"West Columbia, SC 29169",2430 Morningside Dr,Utility ContractorsBuilding ContractorsDrilling & Boring Contractors,none,none
835,ASAP Site Services,(888) 223-8095,none,none,Building ContractorsGarbage & Rubbish Removal Contractors EquipmentContractors Equipment & Supplies,(12),none
836,Local Dumpster Rental,(888) 360-3867,none,none,Garbage CollectionTrash Containers & DumpstersGarbage & Rubbish Removal Contractors Equipment,(13),none
837,Waste Management,(855) 211-6556,none,none,Contractors Equipment & SuppliesGarbage Disposal Equipment Industrial & CommercialGarbage & Rubbish Removal Contractors Equipment,none,none
838,Fast Response Plumbing LLC,(803) 999-5291,"West Columbia, SC 29170",none,Building ContractorsPlumbing-Drain & Sewer CleaningSewer Contractors,(3),none
839,Holt's Construction & Septic Tank Service,(803) 635-4500,none,none,Building ContractorsSewer ContractorsBuilding Construction Consultants,none,none
840,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
841,CIDS Containers,(803) 353-4384,"Lugoff, SC 29078",753 Highway 601 S,Contractors Equipment & SuppliesBuilding ContractorsGarbage & Rubbish Removal Contractors Equipment,none,none
842,Asbestos & Demolition Inc,(803) 350-9079,"Lugoff, SC 29078",753 Highway 601 S,Building ContractorsDemolition ContractorsAsbestos Detection & Removal Services,none,none
843,Pioneer Tree Service,(803) 602-3621,"West Columbia, SC 29169",832 Chris Dr,Grading ContractorsBuilding ContractorsExcavation Contractors,none,none
844,SPEEDY METALS - Online Steel Supplier - Any Size Order OK,(877) 560-3575,none,none,Steel ProcessingWelding Equipment & SupplyAluminum,none,none
845,Alliance Auctioneering & Equipment,(803) 563-8968,"Columbia, SC 29201",1804 Shop Rd,Contractors Equipment & SuppliesLiquidatorsRental Service Stores & Yards,none,none
846,"Designs By Cheryl Lynn & Associates, LLC.",(803) 764-9688,"Columbia, SC 29229",16 Mapleleaf Dr,Home ImprovementsHome Repair & MaintenanceBuilding Contractors,none,none
847,W C Miller III Well Drilling & Pump Repair,(803) 960-8341,"Leesville, SC 29070",3352 Pond Branch Rd,Landscape ContractorsLandscaping & Lawn ServicesSewer Contractors,none,none
848,Davis Septic Tank Service LLC,(803) 534-8130,"Orangeburg, SC 29118",121 Winningham Rd,"Sewer ContractorsBuilding ContractorsPlumbing Fixtures, Parts & Supplies",none,none
849,ARS / Rescue Rooter Columbia,(888) 325-7521,"Columbia, SC 29212",121 Wilton Hill Rd,Air Conditioning Equipment & SystemsBuilding ContractorsSewer Cleaners & Repairers,(3),none
850,Knight's Plumbing,(803) 602-4079,"West Columbia, SC 29172",104 Lloydwood Dr,Sewer ContractorsBuilding Contractors-Commercial & IndustrialBuilding Contractors,(2),BBB Rating: A+
851,Lake Murray Floor Covering,(803) 781-1707,"Irmo, SC 29063",10076 Broad River Rd,RugsBuilding Contractors-Commercial & IndustrialTile-Contractors & Dealers,(2),BBB Rating: A+
852,Tim's Gas Depot,(803) 781-6177,"Irmo, SC 29063",7960 Broad River Rd,Building ContractorsFireplace EquipmentHeating Equipment & Systems,none,none
853,Shuler Plumbing,(803) 796-6688,"Cayce, SC 29033",842 Holland Ave,Building Contractors-Commercial & IndustrialBuilding Construction ConsultantsConstruction Consultants,none,none
854,The Guttermen,(803) 791-7147,"West Columbia, SC 29170",3631 Delree St,Home Repair & MaintenanceSiding ContractorsBuilding Contractors,none,none
855,Richard Murphy,(803) 791-8992,"West Columbia, SC 29169",1635 Burnham St,Building ContractorsAltering & Remodeling ContractorsPlumbers,none,none
856,Lanier Construction Co,(803) 796-9333,"Gaston, SC 29053",4016 Highway 321,AsphaltPaving ContractorsBuilding Contractors,none,none
857,Cutting Edge Painting & Repair Services,(803) 477-6347,"Columbia, SC 29203",5708 Monticello Rd,Water Pressure CleaningBuilding ContractorsPainting Contractors,none,none
858,Aero Plumbing,(803) 939-5633,"Columbia, SC 29223",8551 Old Percival Rd,Building Contractors-Commercial & IndustrialBuilding ContractorsPlumbing Contractors-Commercial & Industrial,(26),BBB Rating: A+
859,Dumpsters R Us,(888) 747-4740,none,none,Garbage & Rubbish Removal Contractors EquipmentContractors Equipment & SuppliesGarbage Collection,(24),none
860,Accent Concrete,(803) 828-0434,"Columbia, SC 29229",609 Angel Oak Ln,Building ContractorsConcrete ContractorsDriveway Contractors,(6),none
861,Waste Cost Solutions,(888) 833-5638,none,none,Contractors Equipment & SuppliesGarbage & Rubbish Removal Contractors EquipmentGarbage Collection,none,none
862,Jerry's Artarama,(800) 827-8478,none,none,Contractors Equipment & SuppliesPainters Equipment & SuppliesPicture Frame Repair & Restoration,none,none
863,Cobblestone Container Services,(888) 265-9484,none,none,Garbage & Rubbish Removal Contractors EquipmentContractors Equipment & SuppliesTrash Containers & Dumpsters,(6),none
864,Palmetto Specialties,(803) 936-0590,"Swansea, SC 29160",1359 Old Swamp Rd,Painting-ProductionPainting Contractors-Commercial & IndustrialBuilding Contractors-Commercial & Industrial,(3),none
865,Stormy Plumbing LLC,(803) 977-0556,none,none,Building ContractorsSewer ContractorsWater Heaters,(3),none
866,Jim Dandy To The Rescue LLC,(803) 318-7957,"Columbia, SC 29210",none,Home Repair & MaintenanceCarpentersHandyman Services,(2),none
867,Oswald Wholesale Lumber,(800) 489-2028,"Leesville, SC 29070",6707 Augusta Hwy,Roofing Equipment & SuppliesContractors Equipment & SuppliesWood Products,(1),BBB Rating: A+
868,Bartlett Law Firm,(803) 699-2490,"Elgin, SC 29045",1700 Woodcreek Farms Rd,Real Estate AttorneysDivorce AttorneysFamily Law Attorneys,none,none
869,American Insulation Company,(803) 999-2635,"Columbia, SC 29223",10120 Two Notch Rd,Building ContractorsEnergy Conservation ConsultantsHome Repair & Maintenance,none,none
870,Bowlin's Carpet Service,(803) 783-9005,"Hopkins, SC 29061",1110 Davis Rd,Carpet & Rug RepairBuilding ContractorsCarpet Installation,none,none
871,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
872,M & L Engine,(888) 482-9503,none,none,"Construction & Building EquipmentEngines-Diesel-Fuel Injection Parts & ServicePlumbing Fixtures, Parts & Supplies",none,none
873,Double E Trucking Co Inc,(803) 408-9511,"Lugoff, SC 29078",none,Shipping ServicesExcavation ContractorsStone Products,none,none
874,Brigman Septic Tank Service,(803) 276-2474,"Newberry, SC 29108",335 Alvin Hipp Rd,"Sewer ContractorsPlumbing Fixtures, Parts & SuppliesBuilding Contractors",(3),none
875,Hill Plumbing & Electric Co Inc,(803) 847-5281,none,none,PumpsPumps-RentingSewer Contractors,(7),BBB Rating: A+
876,Davis Disposal Inc,(803) 666-0287,"Lugoff, SC 29078",1839 Highway 1 S,Garbage & Rubbish Removal Contractors EquipmentContractors Equipment & SuppliesGarbage Disposal Equipment Industrial & Commercial,none,none
877,Sikes' Septic Tank & Pumping Inc.,(803) 353-8510,"Eastover, SC 29044",638 Piney Branch Rd,"Sewer ContractorsPlumbing Fixtures, Parts & SuppliesSeptic Tank & System Cleaning",none,none
878,Holt's Septic Tank & Drain Line Service,(803) 635-4500,"Winnsboro, SC 29180",264 Fagan Rd,Sewer ContractorsBuilding ContractorsExcavation Contractors,none,none
879,Johnson Excavating,(864) 697-1180,none,none,"Building ContractorsBuilding SpecialtiesPonds, Lakes & Water Gardens Construction",none,none
880,Central Ohio Bag & Burlap Inc,(888) 261-2162,none,none,Farming ServiceLawn & Garden Equipment & SuppliesPackaging Materials,(1),BBB Rating: A+
881,Powell's Trash Service,(864) 374-2700,none,none,Contractors Equipment & SuppliesConstruction & Building EquipmentGarbage & Rubbish Removal Contractors Equipment,(2),none
882,Southern Siding & Window,(803) 716-9254,none,none,Building ContractorsSiding ContractorsDeck Builders,none,none
883,Bluegrass Carpentry Inc,(606) 679-2487,none,none,Home Repair & MaintenanceCarpentersBuilding Contractors,none,none
884,Senn Grading & Topsoil,(803) 794-2448,"West Columbia, SC 29170",3409 Delree St,Landscaping & Lawn ServicesExcavation ContractorsBuilding Contractors,(2),none
885,Mann Tool & Supply,(800) 356-6266,"West Columbia, SC 29169",802 Chris Dr,ToolsWoodworking Equipment & SuppliesSandblasting Equipment & Supplies,none,none
886,National Aluminum & Vinyl Siding Inc,(803) 794-4300,"Cayce, SC 29033",644 McDuffie St,Building ContractorsSiding ContractorsWindows,none,none
887,A+ Painting Pressure Wash & Repair,(803) 728-5493,"Irmo, SC 29063",SERVING The Columbia Area,Building Contractors-Commercial & IndustrialHome Repair & MaintenancePainting Contractors,none,none
888,Flooring By Cogdill,(803) 779-5606,"Columbia, SC 29201",1700 Huger St,Building ContractorsCarpet & Rug DealersFloor Materials,none,none
889,1st Choice Plumbing & Gas,(803) 271-1915,"Columbia, SC 29210",825 Saint Andrews Rd,Plumbing-Drain & Sewer CleaningGas Equipment-Service & RepairBuilding Contractors-Commercial & Industrial,none,none
890,Amick V H Remodeling Co Inc,(803) 798-4134,"Columbia, SC 29210",none,Home Repair & MaintenanceBuilding ContractorsPatio Covers & Enclosures,(1),none
891,Bright Star Home Improvements LLC,(803) 609-0416,none,none,Building Contractors-Commercial & IndustrialHome Repair & MaintenanceHome Improvements,none,none
892,E & D Enterprises Inc,(803) 738-9478,"Columbia, SC 29209",831 Veterans Rd,Building ContractorsConstruction & Building EquipmentGrease Traps,(4),none
893,Big Red Box,(803) 783-6834,"Columbia, SC 29209",1721 Pineview Dr,Trash HaulingWaste Recycling & Disposal Service & EquipmentWaste Containers,none,none
894,Weaver Systems,(803) 776-6262,"Columbia, SC 29209",104 N Shorecrest Rd,Fire Protection Equipment & SuppliesSecurity Control Systems & MonitoringFire Alarm Systems,(1),none
895,Palmetto Chimney Services,(803) 318-2436,"Columbia, SC 29209",141f Pelham Dr,Chimney ContractorsCleaning ContractorsMasonry Contractors,(1),BBB Rating: A+
896,Oswald Wholesale Lumber Inc,(803) 532-9226,"Leesville, SC 29070",6707 Augusta Hwy,Hardware StoresWood ProductsRoofing Equipment & Supplies,none,none
897,Aqua Painting & Pressure Washing,(803) 348-6314,none,none,Home Repair & MaintenancePainting ContractorsHome Improvements,none,none
898,Carolina Floor Coatings & Polishing,(803) 203-0638,none,none,Flooring ContractorsBuilding MaterialsCommercial & Industrial Flooring Contractors,none,none
899,Picture Perfect Professional Painting,(803) 348-3553,none,none,Deck BuildersPainting ContractorsHome Improvements,none,none
900,Construction Science Associates,(803) 936-9453,none,none,Driveway ContractorsElectric Equipment Repair & ServiceHome Improvements,none,none
901,Smith & Sons Masonry & Concrete Services,(803) 479-8926,none,none,Building ContractorsConcrete ContractorsConcrete Equipment & Supplies,none,none
902,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
